study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9145;"Malottki";"Erik";"m";"MV";"SPD";"Mecklenburgische Seenplatte I  Vorpommern-Greifswald II";16;0;3;1;1;"evmgreifswald";"";"63240190";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2164;"Malsack-Winkemann";"Birgit Theresia";"w";"BE";"AfD";"Berlin-Steglitz-Zehlendorf";79;1;5;1;1;"malsackwinkeman";"";"2368711488";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12918;"Malzahn";"Maike Alexandra";"w";"RP";"CDU";"";;0;25;1;0;"maikemalzahn";"";"2764986941";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1039;"Mandelkow";"Johanna";"w";"BB";"FDP";"";;0;5;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11450;"Manderla";"Gisela Maria";"w";"NW";"CDU";"Köln III";95;1;26;1;1;"manderlagisela";"";"1095781218";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16105;"Mann";"Holger";"m";"SN";"SPD";"Leipzig I";152;0;1;1;1;"holgermannle";"";"615488350";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6899;"Mannes";"Astrid";"w";"HE";"CDU";"Darmstadt";186;1;11;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4836;"Mannes";"Gerd Michael";"m";"BY";"AfD";"Neu-Ulm";255;0;;0;1;"gerdmannesafd";"";"983697909270155264";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6985;"Mansmann";"Till Berthold";"m";"HE";"FDP";"Bergstraße";188;1;3;1;1;"tillmansmann";"";"954049866283483136";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6944;"Mansoori";"Kaweh";"m";"HE";"SPD";"Frankfurt am Main II";183;0;3;1;1;"el_kaweh_";"";"2149926365";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10383;"Mantzke";"Andreas";"m";"NI";"DIE LINKE";"Gifhorn  Peine";45;0;7;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17220;"Mark";"Yana";"w";"ST";"FDP";"Halle";72;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11610;"Markert";"Christian";"m";"NW";"FDP";"Steinfurt III";128;0;49;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1007;"Markus";"Larissa";"w";"BB";"CDU";"";;0;13;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11747;"Marmulla";"Julia Susanne";"w";"NW";"DIE LINKE";"Düsseldorf II";107;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10384;"Marquardt";"Stephan";"m";"NI";"DIE LINKE";"Hameln-Pyrmont  Holzminden";46;0;;0;1;"stephanmarquard";"";"1199768856849506304";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3216;"Märsch";"Robert";"m";"BW";"CDU";"";;0;49;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3213;"Marschall von Bieberstein";"Matern Christoph Kajetan";"m";"BW";"CDU";"Freiburg";281;1;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11530;"Martens";"Zanda";"w";"NW";"SPD";"Düsseldorf I";106;0;28;1;1;"zandamartens";"";"1383821163151851532";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11815;"Martin";"Leonhard";"m";"NW";"AfD";"Coesfeld  Steinfurt II";127;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8087;"Martin";"Dorothee Katja Julia";"w";"HH";"SPD";"Hamburg-Nord";21;1;3;1;1;"doro_martin";"";"241008237";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3319;"Martin";"Oliver Wolfgang Hermann";"m";"BW";"FDP";"Ludwigsburg";265;0;30;1;1;"olivermartin_lb";"";"1301692266592047107";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18301;"Martin";"Susanne Margarete Christa";"w";"TH";"GRÜNE";"Saalfeld-Rudolstadt  Saale-Holzland-Kreis  Saale-Orla-Kreis";195;0;3;1;1;"susanne_mrtn";"";"2459542621";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4840;"Martin-Köppl";"Ernestine";"w";"BY";"DIE LINKE";"Fürstenfeldbruck";215;0;;0;1;"fiona27011960";"";"792701182422683648";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3276;"Marvi";"Parsa";"m";"BW";"SPD";"Karlsruhe-Stadt";271;0;12;1;1;"parsamarvi";"";"973597518";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7059;"Marxen";"Johannes";"m";"HE";"AfD";"";;0;7;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10402;"Marzischewski-Drewes";"Stefan";"m";"NI";"AfD";"Gifhorn  Peine";45;0;9;1;1;"marzischewski";"";"796440861169090575";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16106;"Mascheck";"Franziska";"w";"SN";"SPD";"Leipzig-Land";154;0;8;1;1;"f_mascheck";"";"744152788746248192";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3277;"Mast";"Katja Wilma";"w";"BW";"SPD";"Pforzheim";279;1;5;1;1;"katjamast";"";"937678874095300609";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10216;"Mattfeldt";"Andreas";"m";"NI";"CDU";"Osterholz  Verden";34;1;21;1;1;"amattfeldt";"";"23447001";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13911;"Matzen";"Tom";"m";"SH";"CDU";"";;0;25;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11843;"Maugeri";"Eliseo Francesco";"m";"NW";"DIE LINKE";"Mülheim  Essen I";118;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12809;"Maurer";"Michael Franz Josef";"m";"RP";"SPD";"Mosel/Rhein-Hunsrück";200;0;12;1;1;"micha_maurer";"";"20509288";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3438;"Mayer";"Michael Hans";"m";"BW";"AfD";"Stuttgart II";259;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4513;"Mayer";"Stephan";"m";"BY";"CSU";"Altötting";212;1;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1067;"Mayer";"Anja Maria";"w";"BB";"DIE LINKE";"Prignitz  Ostprignitz-Ruppin  Havelland I";56;0;3;1;1;"anja_mayer";"";"866920381";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8100;"Mayer";"Magnus";"m";"HH";"FDP";"";;0;8;1;0;"magnusmayerfdp";"";"1405587035801456647";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3371;"Mayer";"Zoe";"w";"BW";"GRÜNE";"Karlsruhe-Stadt";271;0;12;1;1;"zoe_gruene";"";"1248662696318418950";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3214;"Mayer-Lay";"Volker";"m";"BW";"CDU";"Bodensee";293;0;;0;1;"vmayer_lay";"";"1290361590429229056";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3450;"Maygutiak";"Taras";"m";"BW";"AfD";"Offenburg";284;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7011;"McNicol";"Isabella Emilia Sophia";"w";"HE";"GRÜNE";"";;0;25;1;0;"isabellamcn";"";"1260159296593113088";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11531;"Mederlet";"Frank";"m";"NW";"SPD";"";;0;68;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9153;"Meffert";"Yannik";"m";"MV";"FDP";"Schwerin  Ludwigslust-Parchim I  Nordwestmecklenburg I";12;0;7;1;1;"yannik_meffert";"";"1364963129797578752";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12877;"Mehlmann";"Heike";"w";"RP";"DIE LINKE";"";;0;5;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4583;"Mehltretter";"Andreas";"m";"BY";"SPD";"Freising";214;0;15;1;1;"mehli";"";"15820788";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3256;"Mehmet Ali";"Takis";"m";"BW";"SPD";"Lörrach  Müllheim";282;0;22;1;1;"takismehmetali1";"";"1413536612068245507";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4771;"Meier";"Roland";"m";"BY";"DIE LINKE";"Ingolstadt";216;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4584;"Meier";"Jessica";"w";"BY";"SPD";"Ingolstadt";216;0;40;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10274;"Meier";"Tomke Anne";"w";"NI";"SPD";"";;0;55;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11844;"Meier";"Andreas Rolf Wilhelm";"m";"NW";"DIE LINKE";"Unna I";144;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4514;"Meier";"Reiner";"m";"BY";"CSU";"";;0;27;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4585;"Meierhofer";"Sigrid Elisabeth";"w";"BY";"SPD";"Weilheim";226;0;38;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10403;"Meiners";"Danny";"m";"NI";"AfD";"Mittelems";31;0;7;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1088;"Meinhardt";"Patrick";"m";"BB";"FDP";"Brandenburg an der Havel  Potsdam-Mittelmark I  Havelland III  Teltow-Fläming I";60;0;;0;1;"meinhardt";"";"16344613";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18273;"Meinhardt-Heib";"Alexander";"m";"TH";"SPD";"";;0;9;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2149;"Meiser";"Pascal";"m";"BE";"DIE LINKE";"Berlin-Friedrichshain-Kreuzberg  Prenzlauer Berg Ost";83;1;2;1;1;"pascalmeiser";"";"314534724";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6900;"Meister";"Michael Günther";"m";"HE";"CDU";"Bergstraße";188;1;3;1;1;"meister_schafft";"";"34214048";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10275;"Mende";"Dirk-Ulrich August Heinrich";"m";"NI";"SPD";"Celle  Uelzen";44;0;27;1;1;"dirkulrichmende";"";"1092392602010300417";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10357;"Menge";"Patrizia Susanne";"w";"NI";"GRÜNE";"Oldenburg  Ammerland";27;0;13;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10276;"Menke";"Lina-Johanna";"w";"NI";"SPD";"";;0;54;1;0;"exnerlj";"";"1683986797";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8127;"Mennerich";"Benjamin";"m";"HH";"AfD";"Hamburg-Nord";21;0;5;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4772;"Merk";"Xaver";"m";"BY";"DIE LINKE";"Neu-Ulm";255;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10321;"Merten";"Anikó";"w";"NI";"FDP";"Braunschweig";50;0;8;1;1;"anikomerten";"";"2490321900";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11784;"Merz";"Joachim-Friedrich Martin Josef";"m";"NW";"CDU";"Hochsauerlandkreis";147;0;;0;1;"_friedrichmerz";"";"1059395748289232896";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3278;"Mesarosch";"Robin";"m";"BW";"SPD";"Zollernalb  Sigmaringen";295;0;16;1;1;"mesarosch";"";"208413193";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12810;"Messer";"Thomas Christian Rudolf";"m";"RP";"SPD";"";;0;19;1;0;"thomasmesser77";"";"1150515380919689226";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4515;"Mettel";"Christoph Jochen";"m";"BY";"CSU";"";;0;79;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12791;"Metzler";"Jan";"m";"RP";"CDU";"Worms";206;1;6;1;1;"janmetzler";"";"995653004";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11859;"Meurer";"Dignanllely";"w";"NW";"GRÜNE";"Heinsberg";89;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10440;"Mex";"Bernd Hermann";"m";"NI";"DIE LINKE";"Helmstedt  Wolfsburg";51;0;;0;1;"berndmex";"";"1044908065";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12919;"Meyer";"Gregory Felix Marc";"m";"RP";"CDU";"";;0;39;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10420;"Meyer";"Florian Fritz";"m";"NI";"AfD";"Stadt Osnabrück";39;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10358;"Meyer";"Tanja";"w";"NI";"GRÜNE";"Cloppenburg  Vechta";32;0;20;1;1;"gleichechancen";"";"1329846133632479232";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10359;"Meyer";"Simone";"w";"NI";"GRÜNE";"Hannover-Land II";47;0;23;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15057;"Meyer";"Danny Marlon";"m";"SL";"FDP";"";;0;6;1;0;"dannymarlon287";"";"2184554159";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2120;"Meyer";"Christoph Werner";"m";"BE";"FDP";"Berlin-Charlottenburg-Wilmersdorf";80;1;1;1;1;"meyer_fdp";"";"861992050358616064";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4516;"Meyer";"Moritz";"m";"BY";"CSU";"";;0;81;1;0;"moritzm03724153";"";"1211997900021960705";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4651;"Meyer";"Alexander";"m";"BY";"FDP";"Augsburg-Stadt";252;0;36;1;1;"ra_alexmeyer";"";"4059930622";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4517;"Meyer-Bülow";"Astrid Charlotte";"w";"BY";"CSU";"";;0;52;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11679;"Miah";"Mohammad Shahabuddin";"m";"NW";"GRÜNE";"Soest";146;0;38;1;1;"_smiah_";"";"1378385037536677890";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4814;"Miazga";"Corinna";"w";"BY";"AfD";"Straubing";231;1;2;1;1;"corinnamiazga";"";"868762469115846657";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10360;"Michaelsen";"Swantje Henrike";"w";"NI";"GRÜNE";"Stadt Hannover I";41;0;11;1;1;"swantjemichael1";"";"1086178318230188033";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16107;"Michel";"Susanne Kathrin";"w";"SN";"SPD";"Bautzen I";156;0;2;1;1;"kthrn_mchl_spd";"";"1166055765402144771";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10217;"Middelberg";"Mathias Wolfgang Antonius";"m";"NI";"CDU";"Stadt Osnabrück";39;1;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10277;"Miersch";"Matthias";"m";"NI";"SPD";"Hannover-Land II";47;1;3;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12811;"Mieves";"Matthias David";"m";"RP";"SPD";"Kaiserslautern";209;0;9;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11680;"Mihalic";"Irene";"w";"NW";"GRÜNE";"Gelsenkirchen";123;1;3;1;1;"irenemihalic";"";"143000381";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7012;"Mijatovic";"Boris";"m";"HE";"GRÜNE";"Kassel";168;0;8;1;1;"borismijatovic";"";"718050209163509760";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11681;"Mijdam";"Janne Katharina";"w";"NW";"GRÜNE";"";;0;77;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2109;"Mindrup";"Klaus";"m";"BE";"SPD";"Berlin-Pankow";76;1;;0;1;"klausmindrup";"";"845282647261761536";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6945;"Minkley";"Stefanie";"w";"HE";"SPD";"";;0;34;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4841;"Misselhorn";"Sebastian Max";"m";"BY";"DIE LINKE";"Altötting";212;0;;0;1;"";"";"";"";0
